Exiobase - Region,Exiobase - Category
MNG,Meat animals nec
MNG,Animal products nec
MNG,Raw milk
MNG,"Wool, silk-worm cocoons"
MNG,Manure (conventional treatment)
MNG,Manure (biogas treatment)
MNG,"Products of forestry, logging and related services (02)"
MNG,Fish and other fishing products; services incidental of fishing (05)
MNG,Anthracite
MNG,Coking Coal
MNG,Other Bituminous Coal
MNG,Sub-Bituminous Coal
MNG,Patent Fuel
MNG,Lignite/Brown Coal
MNG,BKB/Peat Briquettes
MNG,Peat
MNG,"Crude petroleum and services related to crude oil extraction, excluding surveying"
MNG,"Natural gas and services related to natural gas extraction, excluding surveying"
MNG,Natural Gas Liquids
MNG,Other Hydrocarbons
MNG,Uranium and thorium ores (12)
MNG,Iron ores
MNG,Copper ores and concentrates
MNG,Nickel ores and concentrates
MNG,Aluminium ores and concentrates
MNG,Precious metal ores and concentrates
MNG,"Lead, zinc and tin ores and concentrates"
MNG,Other non-ferrous metal ores and concentrates
MNG,Stone
MNG,Sand and clay
MNG,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
MNG,Products of meat cattle
MNG,Products of meat pigs
MNG,Products of meat poultry
MNG,Meat products nec
MNG,products of Vegetable oils and fats
MNG,Dairy products
MNG,Processed rice
MNG,Sugar
MNG,Food products nec
MNG,Beverages
MNG,Fish products
MNG,Tobacco products (16)
MNG,Textiles (17)
MNG,Wearing apparel; furs (18)
MNG,Leather and leather products (19)
MNG,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
MNG,"Wood material for treatment, Re-processing of secondary wood material into new wood material"
MNG,Pulp
MNG,"Secondary paper for treatment, Re-processing of secondary paper into new pulp"
MNG,Paper and paper products
MNG,Printed matter and recorded media (22)
MNG,Coke Oven Coke
MNG,Gas Coke
MNG,Coal Tar
MNG,Motor Gasoline
MNG,Aviation Gasoline
MNG,Gasoline Type Jet Fuel
MNG,Kerosene Type Jet Fuel
MNG,Kerosene
MNG,Gas/Diesel Oil
MNG,Heavy Fuel Oil
MNG,Refinery Gas
MNG,Liquefied Petroleum Gases (LPG)
MNG,Refinery Feedstocks
MNG,Ethane
MNG,Naphtha
MNG,White Spirit & SBP
MNG,Lubricants
MNG,Bitumen
MNG,Paraffin Waxes
MNG,Petroleum Coke
MNG,Non-specified Petroleum Products
MNG,Nuclear fuel
MNG,"Plastics, basic"
MNG,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
MNG,N-fertiliser
MNG,P- and other fertiliser
MNG,Chemicals nec
MNG,Charcoal
MNG,Additives/Blending Components
MNG,Biogasoline
MNG,Biodiesels
MNG,Other Liquid Biofuels
MNG,Rubber and plastic products (25)
MNG,Glass and glass products
MNG,"Secondary glass for treatment, Re-processing of secondary glass into new glass"
MNG,Ceramic goods
MNG,"Bricks, tiles and construction products, in baked clay"
MNG,"Cement, lime and plaster"
MNG,"Ash for treatment, Re-processing of ash into clinker"
MNG,Other non-metallic mineral products
MNG,Basic iron and steel and of ferro-alloys and first products thereof
MNG,"Secondary steel for treatment, Re-processing of secondary steel into new steel"
MNG,Precious metals
MNG,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
MNG,Aluminium and aluminium products
MNG,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
MNG,"Lead, zinc and tin and products thereof"
MNG,"Secondary lead for treatment, Re-processing of secondary lead into new lead"
MNG,Copper products
MNG,"Secondary copper for treatment, Re-processing of secondary copper into new copper"
MNG,Other non-ferrous metal products
MNG,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
MNG,Foundry work services
MNG,"Fabricated metal products, except machinery and equipment (28)"
MNG,Machinery and equipment n.e.c. (29)
MNG,Office machinery and computers (30)
MNG,Electrical machinery and apparatus n.e.c. (31)
MNG,"Radio, television and communication equipment and apparatus (32)"
MNG,"Medical, precision and optical instruments, watches and clocks (33)"
MNG,"Motor vehicles, trailers and semi-trailers (34)"
MNG,Other transport equipment (35)
MNG,Furniture; other manufactured goods n.e.c. (36)
MNG,Secondary raw materials
MNG,"Bottles for treatment, Recycling of bottles by direct reuse"
MNG,Electricity by coal
MNG,Electricity by gas
MNG,Electricity by nuclear
MNG,Electricity by hydro
MNG,Electricity by wind
MNG,Electricity by petroleum and other oil derivatives
MNG,Electricity by biomass and waste
MNG,Electricity by solar photovoltaic
MNG,Electricity by solar thermal
MNG,"Electricity by tide, wave, ocean"
MNG,Electricity by Geothermal
MNG,Electricity nec
MNG,Transmission services of electricity
MNG,Distribution and trade services of electricity
MNG,Coke oven gas
MNG,Blast Furnace Gas
MNG,Oxygen Steel Furnace Gas
MNG,Gas Works Gas
MNG,Biogas
MNG,Distribution services of gaseous fuels through mains
MNG,Steam and hot water supply services
MNG,"Collected and purified water, distribution services of water (41)"
MNG,Construction work (45)
MNG,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
MNG,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
MNG,Retail trade services of motor fuel
MNG,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
MNG,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
MNG,Hotel and restaurant services (55)
MNG,Railway transportation services
MNG,Other land transportation services
MNG,Transportation services via pipelines
MNG,Sea and coastal water transportation services
MNG,Inland water transportation services
MNG,Air transport services (62)
MNG,Supporting and auxiliary transport services; travel agency services (63)
MNG,Post and telecommunication services (64)
MNG,"Financial intermediation services, except insurance and pension funding services (65)"
MNG,"Insurance and pension funding services, except compulsory social security services (66)"
MNG,Services auxiliary to financial intermediation (67)
MNG,Real estate services (70)
MNG,Renting services of machinery and equipment without operator and of personal and household goods (71)
MNG,Computer and related services (72)
MNG,Research and development services (73)
MNG,Other business services (74)
MNG,Public administration and defence services; compulsory social security services (75)
MNG,Education services (80)
MNG,Health and social work services (85)
MNG,Food waste for treatment: incineration
MNG,Paper waste for treatment: incineration
MNG,Plastic waste for treatment: incineration
MNG,Intert/metal waste for treatment: incineration
MNG,Textiles waste for treatment: incineration
MNG,Wood waste for treatment: incineration
MNG,Oil/hazardous waste for treatment: incineration
MNG,Food waste for treatment: biogasification and land application
MNG,Paper waste for treatment: biogasification and land application
MNG,Sewage sludge for treatment: biogasification and land application
MNG,Food waste for treatment: composting and land application
MNG,Paper and wood waste for treatment: composting and land application
MNG,Food waste for treatment: waste water treatment
MNG,Other waste for treatment: waste water treatment
MNG,Food waste for treatment: landfill
MNG,Paper for treatment: landfill
MNG,Plastic waste for treatment: landfill
MNG,Inert/metal/hazardous waste for treatment: landfill
MNG,Textiles waste for treatment: landfill
MNG,Wood waste for treatment: landfill
MNG,Membership organisation services n.e.c. (91)
MNG,"Recreational, cultural and sporting services (92)"
MNG,Other services (93)
MNG,Private households with employed persons (95)
MNG,Extra-territorial organizations and bodies
MNE,Paddy rice
MNE,Wheat
MNE,Cereal grains nec
MNE,"Vegetables, fruit, nuts"
MNE,Oil seeds
MNE,"Sugar cane, sugar beet"
MNE,Plant-based fibers
MNE,Crops nec
MNE,Cattle
MNE,Pigs
MNE,Poultry
MNE,Meat animals nec
MNE,Animal products nec
MNE,Raw milk
MNE,"Wool, silk-worm cocoons"
MNE,Manure (conventional treatment)
MNE,Manure (biogas treatment)
MNE,"Products of forestry, logging and related services (02)"
MNE,Fish and other fishing products; services incidental of fishing (05)
MNE,Anthracite
MNE,Coking Coal
MNE,Other Bituminous Coal
MNE,Sub-Bituminous Coal
MNE,Patent Fuel
MNE,Lignite/Brown Coal
MNE,BKB/Peat Briquettes
MNE,Peat
MNE,"Crude petroleum and services related to crude oil extraction, excluding surveying"
MNE,"Natural gas and services related to natural gas extraction, excluding surveying"
MNE,Natural Gas Liquids
MNE,Other Hydrocarbons
MNE,Uranium and thorium ores (12)
MNE,Iron ores
MNE,Copper ores and concentrates
MNE,Nickel ores and concentrates
MNE,Aluminium ores and concentrates
MNE,Precious metal ores and concentrates
MNE,"Lead, zinc and tin ores and concentrates"
MNE,Other non-ferrous metal ores and concentrates
MNE,Stone
MNE,Sand and clay
MNE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
MNE,Products of meat cattle
MNE,Products of meat pigs
MNE,Products of meat poultry
MNE,Meat products nec
MNE,products of Vegetable oils and fats
MNE,Dairy products
MNE,Processed rice
MNE,Sugar
MNE,Food products nec
MNE,Beverages
MNE,Fish products
MNE,Tobacco products (16)
MNE,Textiles (17)
MNE,Wearing apparel; furs (18)
MNE,Leather and leather products (19)
MNE,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
MNE,"Wood material for treatment, Re-processing of secondary wood material into new wood material"
MNE,Pulp
MNE,"Secondary paper for treatment, Re-processing of secondary paper into new pulp"
MNE,Paper and paper products
MNE,Printed matter and recorded media (22)
MNE,Coke Oven Coke
MNE,Gas Coke
MNE,Coal Tar
MNE,Motor Gasoline
MNE,Aviation Gasoline
MNE,Gasoline Type Jet Fuel
MNE,Kerosene Type Jet Fuel
MNE,Kerosene
MNE,Gas/Diesel Oil
MNE,Heavy Fuel Oil
MNE,Refinery Gas
MNE,Liquefied Petroleum Gases (LPG)
MNE,Refinery Feedstocks
MNE,Ethane
MNE,Naphtha
MNE,White Spirit & SBP
MNE,Lubricants
MNE,Bitumen
MNE,Paraffin Waxes
MNE,Petroleum Coke
MNE,Non-specified Petroleum Products
MNE,Nuclear fuel
MNE,"Plastics, basic"
MNE,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
MNE,N-fertiliser
MNE,P- and other fertiliser
MNE,Chemicals nec
MNE,Charcoal
MNE,Additives/Blending Components
MNE,Biogasoline
MNE,Biodiesels
MNE,Other Liquid Biofuels
MNE,Rubber and plastic products (25)
MNE,Glass and glass products
MNE,"Secondary glass for treatment, Re-processing of secondary glass into new glass"
MNE,Ceramic goods
MNE,"Bricks, tiles and construction products, in baked clay"
MNE,"Cement, lime and plaster"
MNE,"Ash for treatment, Re-processing of ash into clinker"
MNE,Other non-metallic mineral products
MNE,Basic iron and steel and of ferro-alloys and first products thereof
MNE,"Secondary steel for treatment, Re-processing of secondary steel into new steel"
MNE,Precious metals
MNE,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
MNE,Aluminium and aluminium products
MNE,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
MNE,"Lead, zinc and tin and products thereof"
MNE,"Secondary lead for treatment, Re-processing of secondary lead into new lead"
MNE,Copper products
MNE,"Secondary copper for treatment, Re-processing of secondary copper into new copper"
MNE,Other non-ferrous metal products
MNE,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
MNE,Foundry work services
MNE,"Fabricated metal products, except machinery and equipment (28)"
MNE,Machinery and equipment n.e.c. (29)
MNE,Office machinery and computers (30)
MNE,Electrical machinery and apparatus n.e.c. (31)
MNE,"Radio, television and communication equipment and apparatus (32)"
MNE,"Medical, precision and optical instruments, watches and clocks (33)"
MNE,"Motor vehicles, trailers and semi-trailers (34)"
MNE,Other transport equipment (35)
MNE,Furniture; other manufactured goods n.e.c. (36)
MNE,Secondary raw materials
MNE,"Bottles for treatment, Recycling of bottles by direct reuse"
MNE,Electricity by coal
MNE,Electricity by gas
MNE,Electricity by nuclear
MNE,Electricity by hydro
MNE,Electricity by wind
MNE,Electricity by petroleum and other oil derivatives
MNE,Electricity by biomass and waste
MNE,Electricity by solar photovoltaic
MNE,Electricity by solar thermal
MNE,"Electricity by tide, wave, ocean"
MNE,Electricity by Geothermal
MNE,Electricity nec
MNE,Transmission services of electricity
MNE,Distribution and trade services of electricity
MNE,Coke oven gas
MNE,Blast Furnace Gas
MNE,Oxygen Steel Furnace Gas
MNE,Gas Works Gas
MNE,Biogas
MNE,Distribution services of gaseous fuels through mains
MNE,Steam and hot water supply services
MNE,"Collected and purified water, distribution services of water (41)"
MNE,Construction work (45)
MNE,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
MNE,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
MNE,Retail trade services of motor fuel
MNE,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
